"Sequence","Score"
"XX4/8/XX253/9/8-","173"
"X446-52XX6/X2-16","126"
"-/X8/9/7/X-/X819/3","177"
"45-21132X1/XX6/2/7","133"
"325-262/X-/2/22XX3-","122"
"8/5/369/4/XXX8-5/5","170"
"XX81X63324/8/X1/3","160"
"XX-152X2/9-2/6/X11","135"
"XX7-6-XX275-5/X8-","150"
"3/8/6/2-8-7/3/2/X3/5","136"
"XX8-7/XX4/9/-/X32","182"
"-/-9XXX9/XXX1/1","200"
"1362X9-31X62178/X55","118"
"XX8-4/22XXX258/2","158"
"43X1/3/72159-365/62","114"
"5/5/51X3/6-XX13X46","137"
"X7/X5224X-/163/X41","143"
"-1XX9-45141/442332","104"
"3/XXX24X-/X26X35","178"
"X2/713/XX5/-64/6/2","154"
"X1--76152XX349/44","102"
"347/18546/X23-75361","98"
"XX51X43XXXX6/7","194"
"X4/X2/-8-162X717/8","131"
"X279/5/6/335/546372","120"
"638-452/X-4XXX9-","151"
"5/XX3/2/X355/3/9-","162"
"-/3/2/15X5-X236/4/-","106"
"1/354/X-/25XX-/X81","159"
"X4-XX421/X9-7/12","126"
"9/9/XXXX9/2/-1X25","188"
"71X1/X8/X72XX51","163"
"5-7-X8/-1X3/45XX81","133"
"XX4/6/X-/27X4/6/1","168"
"X637/1/X4/21619/XX","141"
"3-274/X8-4/X8/X5/7","155"
"-6X236/9-213/-9XX24","114"
"X8-X8-6252-42/9-X36","118"
"XXX5-3/329-4/18X26","140"
"81XXX7/X72717-XX","169"
"X227/9-9/X6/4/X7-","144"
"X2/X3/81XXX35X52","183"
"4-8--/XX-3XX7/52","137"
"81X53X5/1/331-X7/3","119"
"2/8/8/422-X9/X623/4","138"
"XX144/X8/3/XX5-","159"
"X9-9-7/7/X8-X9-X23","143"
"369-X8/XXX2/53X6-","169"
"8/XX2/XXX6/268/5","193"
"X11213/9-128/1/14XX","95"
"6/X362/X9/415/6/2/5","150"
"54XX3/X63X118/8/4","146"
"31XX6/X6/53X4/54","157"
"6/6/5/629/X3/9-7/2/4","149"
"XX31X-28153X6134","103"
"5-XX11XX9-9-X6/9","145"
"2--3456-249-X248-1/4","79"
"418/9-136/1-X16X23","93"
"2/329-63-/XX3/X7/9","158"
"XX7-X7244-/445/13","124"
"6/18-/-7XX9-X9/-/1","135"
"5-3/8-3281-6XXXX54","155"
"22-91/XX7/7/3/54X91","154"
"XXX5/51X3/1/36X9-","168"
"X711/316/XXX818/4","163"
"XX729/9/X21X7223","143"
"XX8/X-/9/6/X356/4","183"
"71-09-7/23X186/6/X62","116"
"9/81X3/X3/X81XX91","184"
"X33XX2/-/X7/XXX","184"
"6/7-259-X1/XX1/7-","145"
"612/4/-25322X3313X36","90"
"615/33X-0X-/-/5/X22","115"
"7-365/1/5/8/14X-/16","114"
"2/X71XXXXXX6/7","229"
"16X-/1/327-9/X9-X71","129"
"X138/5/2345X13-/6/8","111"
"4/X54X2/8/713-9-4/4","137"
"XX8/3/-06/X71XX6-","159"
"3/519/81XX2/61XX82","161"
"4-7/8-X6/XX18X-5","139"
"X132/1/X16X3/11X36","125"
"3/9/9-7272X349-4/5/-","123"
"XX51X7-5-X2/8/4-","132"
"XX2/35X2/X8/XX-1","174"
"25717-XX512/9/XX6-","150"
"8134X16X7/-/X359/1","127"
"235/35X1/8/X9-9/33","131"
"9-9-12422/XXX41-8","129"
"7-54XXX1/-72/4/54","142"
"248/6-427/XX81XX43","151"
"X-89/8-9/X8-X6/31","135"
"X4/-/6/4515XXX4/9","168"
"-/351/273-9/X9/23X5-","117"
"54154/6/X-1X8--/42","109"
"326/41XXX9-18XX44","162"
"426/X2/23XXX1/5/8","167"
"8/-/6/35X7-1/7/5/X81","142"
"6-226/6/81XXX454/3","148"
"1/-8X8/167-9-61625-","92"
"4/412/XX268-9/X24","137"
"6/8--4X27X7-X9-54","119"
"9-5-X7/X6/338/X3/5","148"
"42X-/XX1/2/-/-6X91","145"
"62X3215XX4/42-/X53","136"
"9/X1/X4/XX3/X-6","185"
"X4/XXX2/31X5/-9","168"
"1181XXX7/X3/419/4","161"
"X1/X8-8-X7113X9/6","140"
"7/51XX2/X4-X9/X32","156"
"-4X2/X3/9-45X2/6/2","149"
"54X622/8/X8/7/8-63","145"
"-/XX-/X34XX61X71","172"
"6/8/249-7/X7-9-X53","124"
"337/6-617/X7/61-44/1","113"
"3344XX-16/8-6/X-/3","125"
"9-2-X4/XX8/X8/71","164"
"XXX4/6-2/X7/4/X44","188"
"X3/5/45X2/7/2/2-9-","130"
"X3/X1/615/7/543/9-","152"
"5/6/4/631/X9-X8/X25","160"
"61XXX32X7-9/25X61","140"
"355/62-8X5/726/6/9-","130"
"6/43X9/X9--85/X4/3","150"
"9/6--57/1753XXX44","134"
"8/7/9-6/XXXXX9-","212"
"8-1/X8/71XX-83/X81","158"
"8-2/7/6363X212/XX36","137"
"3/8/352/3/X9-X63X72","147"
"9-X3/7/2/-/52X547/-","128"
"XXX9-9-141/-45472","133"
"2/4/4/5/61X9/6-9/5/2","135"
"3/3/3/7-9-X1/9-9-XX","136"
"X2/X9/XX9/8/X7-","191"
"7/9-X1-4/XX5/26X45","144"
"X25726-7/XX4/2334","127"
"5/5/9-8/3/2/1/X238/-","129"
"X1/16XX8-X7111X91","140"
"XXX4/X245/135/8-","157"
"5-6/X31XX27321/X7-","135"
"X5-418-XX7-116-1/X","112"
"-0XX3-9-1/223/3/41","96"
"7/-/X9/45542/XXX22","168"
"8/453/3-X14541/XX71","133"
"9-53X9/-/3-4/6/71-/6","120"
"X718/XX3/35123/53","136"
"X228/6/7/9-8/4-2/X73","137"
"4/XX7/5/7/8-4/X7/4","179"
"-48/9/X7/X1/-2X7/-","145"
"XX9/9/3/X1/3-176-","151"
"32819/X-92/9-8-2/52","120"
"6/72XX7/-/X274/6/5","162"
"22X5-18X6-8/XXX72","151"
"32X3/X-27/2/X4152","118"
"6/X6/X8/7/71-27-X63","150"
"X8/44XXXX-/3/X18","194"
"16X1/X7/XXXX9-","204"
"XX5/45XX35124/X64","160"
"XX32XX1-X9/9-81","133"
"X2/X-/177/7/8-8-XX","150"
"44621-X5/6-9/6/6/X6-","127"
"44XXX6/7/628-XX73","180"
"3/5-1/XXXXXX4-","202"
"-9X534/XX9/13-535","132"
"9-9/9/8/7/-/4/-/XX91","166"
"XX-57/X9-X36XX81","163"
"X-/6/9/125/4/5/54X24","138"
"XX3/32727/4/X-3-/1","131"
"XXXX9--5X6/XX43","203"
"-0X2/42X4/X8-9/33","125"
"X3132438-X7-XX1/2","115"
"X32X6/XXX61X5/6","176"
"353/1833XX2/X32X9-","135"
"X1/5/X8/7/X8-X6-","160"
"-/X6/8/2/XXX1/9-","189"
"XX7/716-XX54X62","157"
"7/9/4/-/816/4/X8/X28","164"
"3511X11723/5/5/-/81","100"
"2741X6/-/1/3/X9-X28","136"
"XX4/XX3/XX8151","189"
"X9-X11XX34XX81","145"
"3/2/XXX8/8-4-XX9-","188"
"8-717/811/419-447/X72","118"
"XX6/1-6-71-/7-X-/1","127"
"3/6/7/XX43714415-/-","133"
"1/X-/X2/7/XX9/3/2","191"
"9-9-X5/71814/X34X72","135"
"X518/7/3/1/X9-524-","122"
"27-/X3/7/3/-/811/8/9","153"
"-0626/X3/X512342XX","121"
"-0813/7222XXX6/6-","137"
"9/72X9/219-X5/7/8/-","135"
"2/81-/XXX638/7/X45","187"
"7/9-1/X6-7/54X1/4-","132"
"63XX8/1/5/7-61359/6","138"
"XX1421X3/XX9--4","145"
"437/9-181/-7XX8-X17","133"
"51634/2/1/XX319/9-","127"
"1/-/52X9/X22XX7/4","151"
"7/8-9-1/5/7/6/X4252","132"
"8/9-6/XXX2/8-X81","174"
"X3-X62132/XX-/X-6","142"
"XXX6/51X5/416-X-7","159"
"14X5-8/9-5/15X-9XX","118"
"9-2/817/8/4/XX16X72","152"
"712/XXX3/817281X35","164"
"17X-/-88/1/X4-9-2/3","117"
"-79-X617/X61X52X-9","127"
"9-X7/4245X4/5/9/27","133"
"9/275/625153216/18X-1","93"
"2517X-1X4/13X14-/8","100"
"X8-XX54X12X4/52","137"
"-221X6-1/3/X1-X26","98"
"XX2/3-233/1/4/333/9","126"
"X366312X8/X542/X32","143"
"457/45-8-/XX4/6/81","147"
"2/3/4/33X22XX9/-9","132"
"9/7/X3/6/X52XX3-","156"
"9-X9/4/8-532/X6/9/1","147"
"XX3/4542815-XXX91","165"
"183/X2/22X9/72X5/2","143"
"X8-18X8-1/9/3/5/X8-","146"
"8/X1/2/2/511/112/X64","138"
"X24X9-XXX8/4/2/9","173"
"41X5/6/2/35X-/XX-5","149"
"X5/1/36-/4/1/X7/1-","130"
"9--/633/5/41X437/4/5","121"
"6/54X7/1/8/819-XX72","155"
"5/8-51628/X4/XX9/1","160"
"XXX1734812-X8/X81","154"
"2/812/-163X3232X-/3","105"
"6/X4/61X8/X8-9/72","155"
"15X7-9-5/-/XX369/5","135"
"X5/XX4/3/X813/X63","184"
"X16X8/XX7/9/179-","158"
"X-/X513/2/9-43XX8-","155"
"8-7/X728/X7/519-9/4","140"
"X3/426/16X6/8/81X21","136"
"X9/X62-42/72X7/5/6","147"
"1/2/XXXX8/3/9/X91","212"
"X3/274/8/X9-X61X5-","146"
"8-444/X23-/14X61X-4","110"
"3254X718/3/2/15X24","104"
"XXXX6/XX8/423/7","211"
"6/71X35X3-119/34X28","109"
"X3/4-421/9-15X4142","104"
"X2/8--3X2/X1/X-3","145"
"24-0XXX43-/X5/8-","150"
"43X-2X4/334/XXX22","146"
"2/-/4/6/164/9-X9/X33","142"
"XX2/X453/1/1-X71","139"
"XX5/X8-8/1/1/7272","148"
"X3/2/81X43419-8/5/7","129"
"XX-79/X9-4263222/6","127"
"-4X1/6/1722X9/X7/9","142"
"21XX1/X81238/X3-","133"
"-0-/18515/9-XX6/X-X","140"
"X-/X3/4/X4/X6/X8-","192"
"XXXX72X-/8/X9-","201"
"317/XXX2/638/5/X55","176"
"1/7-XXX-/X-/2/7/1","174"
"5-3/X6/XX9/425134","147"
"X7-X8-532/-/723/81","121"
"XX229-9-X63XX81","142"
"4/X9/9/453/XX4-8/7","161"
"X2/X6/3/-5X9-811/7","142"
"-624-/-781X6-X-1X6-","88"
"9/XX4/6/XX9/7-9-","182"
"9-X4/6/1/2/X7162X3-","135"
"X-18/-/34189-6/5/XX","115"
"4123XX8/1/7-25-/1/6","127"
"X-7727243X31XX7/-","124"
"7/X7/-6365/431/624/3","123"
"1-23217/XX8-8-166/X","118"
"XXX4-X8-3/8/161/8","152"
"4/X6--9X9/81X1-32","115"
"71-27/62314234X62X71","95"
"X7/X7/8-XX1/63XX","172"
"6/35X9/X9/-2812/X8-","140"
"8-X4162622/266/13-9","88"
"XX7/2/9/9-728/4/4/8","161"
"11XX4-X6/4/441/9-","128"
"X-94/4/7-X24X321/8","126"
"547/XX6/9/XX8/X81","201"
"XXX23XX7/XX1/4","194"
"53X3/9/8/X14XXX72","181"
"4-154/8/XXX81X33","156"
"XX-834XXXXX5/X","208"
"X8/54818-XXX-0X43","138"
"45X3353-/-5XX3262","105"
"XX23421552XXX14","132"
"1/9/247-1/7-328-8/5-","101"
"8/8/8/-/8181X6/7/X81","158"
"63719/53X2/X4/4/X6-","150"
"61XX8/44XXX5-6/5","167"
"417/8/5/-99/X3/8/9-","143"
"6/X26X9-X9/617/XX","157"
"161/1872253-X-/X-/2","118"
"XX5/6161-/17332/8-","126"
"9-XXX5-X71-/7-7/4","148"
"6/12X435/XX345-8/X","130"
"32XX71236171XX8/5","141"
"1/X4/X8/7/X1/XX54","201"
"X2/XXX2/-/5/2/51","170"
"X6-XX62239-X634/5","131"
"63XX-85/8-XXXX91","190"
"2/XXXX8/XX6/-2","206"
"XX43X5/9-X5-9/X14","151"
"X3/7-X1361X3563X17","122"
"X6/XX8/XX9/34X-5","192"
"514/45-/XX54X335/7","141"
"-/X6/XX-/X631/X36","187"
"717-X23XX8-X5127","120"
"3/3-512/XXX3/6/8/2","161"
"9/27X183/9-X269/X3-","136"
"5/5/4/XXX6/-/X3/X","195"
"626/X9-61X139-7/31","107"
"4/X4/5-3/7/3/8-8-4/7","141"
"X26X4-7/X532-15-8","106"
"7/X9--/6/X-/X9/-/1","165"
"X5-3/X3/121/1/6/X91","141"
"338-4/X-4XX81-/34","128"
"2122XXX148/X5463","135"
"-9X5/X9/XXXX12","186"
"3/4/X81X24X9-X63","140"
"X9/23XXX4-X3/8/-","157"
"3/269-3/-8X7/544/62","115"
"X81X41155/XXXX23","171"
"X9-723/112/3-54439-","91"
"X7/5-1/2/-727X2/1/7","126"
"5371X7-8/6/XXX7/2","165"
"1/7/8163XXXX2/12","169"
"45217/1762-531X3/9/X","107"
"7/XX3/X-/22X6/-3","152"
"XXX343-1/7-4/X1/3","157"
"XXX6/X81X13X44","168"
"X8/6/9/26-/X9/X8/4","169"
"436112X7/2/X-5XX23","126"
"X8/X61-/45XX9-8/8","162"
"7-7/XX41-6-/XXX64","173"
"X5/81X6/5/X1/1/9-","161"
"2/9-5/8-X9/XX54X63","166"
"X1/XXXX16165/4/2","178"
"XX1/XX71164/X22","159"
"X7/5-X51XX6/1153","129"
"XX6/X53XX9-24X-7","172"
"XX45X2/7/X-/9-6-","163"
"8/5/81X7-9-17X26X52","126"
"-/3/44XX4/2/8/XX-1","160"
"5/4/4/X5/X6/3/279-","151"
"X2/12-4XX9/X81X3-","148"
"X548/X2/321/6/8/9-","148"
"X8/X1/XX4/259/7-","167"
"-/6/X11X3/8/X7/-5","143"
"X9-XX4/2/9-9/8-X9-","157"
"8-X15XXX41X2425","133"
"XX6/XXX621-9-5/6","174"
"6-X9-X4/818/X-/8-","147"
"X4/XXX8-6/X3/81","191"
"7/636/26-/42XXX4/9","158"
"8/X5/7--1X4-XX8/-","141"
"4-X71-13/-/9-X6/X-1","120"
"3/X8/51X9/X1-X21","129"
"3/X7216119-7-X6/4/6","123"
"326/115/7/XX1/X9-","144"
"27X2/2/5/1/2/1/XX12","144"
"5/25X7/1/5/X-/15X-8","140"
"XX2-25X274/X6/4/2","137"
"8-7/X318/XX6/537/X","155"
"XXX8/X4/-4XX-4","170"
"X8/5-X273/-/181/17","117"
"7/X3/XXX63-/31X-1","172"
"X81X5-71X7/X4/X28","156"
"X6/7/3/XX5/X9/X32","190"
"62-/9-XX4/3/5/XX27","169"
"XXX-87/61X5/X-2","153"
"X61-7XX4/9/5/3581","139"
"5/-/X5/1-819-15X3/4","120"
"5/1/X15XXXX-59/6","169"
"X36-/54X9-23811/-1","105"
"X9--/8/3/1/X6/9-14","143"
"7/52219-XX4/629-23","116"
"X8/7-317/X6/7/XX32","163"
"6/3161XX6/6-21X62","121"
"X9/4/X119-XXXX81","184"
"5/727-424-XXX42X82","139"
"224/X15XXX1381-9","133"
"9/5/-27/X51322/8/7/-","119"
"334-XX7/XXX61X61","174"
"X7/XX9/X4/X72-/1","188"
"3/62X5/X4/XX8/X45","191"
"27X9-X139-7/XXX55","159"
"516/7/9-1-27813/6/X71","124"
"8-X7/X9/XX2/XX14","186"
"X2/6/X61XX5/X5-","165"
"6/9-X1152X8-X9/6/8","129"
"241/7/8/44-9XXX62","154"
"X8-314/9-517/1/5/1-","102"
"X61X548-547-X545-","109"
"9-9/XX42-4X326/3/8","130"
"X9/X61536/71-0X9/6","133"
"X71XXX363/1-343-","129"
"X8-2/X143/6/XXX31","169"
"72X2/2/X1-15X3/1/2","122"
"3/X6/XX81X9-3/8-","170"
"2/5/-561X13XX5342","112"
"2/7/63XX-721X6/8-","135"
"63XX7/X-663X7/6/9","162"
"3/7233X3/1/XX45X15","151"
"6-213/XX72XX8/3/-","155"
"367/45X5/81X9/7/4-","134"
"5/9/-7XX6/2/-/X8/3","157"
"-55/-/7/263/2/XX7/4","145"
"627/7/71X72X1/4/9/X","151"
"9/X5/-/3/18XX8/X46","171"
"X1/X515-X4/8/X34","149"
"1/532/XX6235X-/X-X","163"
"1/XX9-X436/9-8-3/3","150"
"X8-XXX369/X2/X46","187"
"9-4/7/-54/3-23446/61","93"
"1/2/XX6-2/18X72-4","132"
"X3/XX9/329-X44X14","157"
"22X9--2XX51X522/6","121"
"XX2/X-1X6/81XX8-","167"
"XXX21-/5/548-X21","131"
"X5/52X9/6/81-/4281","134"
"1/9/9-XXXX7/7/72","197"
"6-36X6/6/X21313-61","101"
"723/X7/264/512-2253","104"
"548/X22X6-X21X7-","109"
"1/7-X5/XX1/6-5/X12","160"
"X32X3/7/81X81-/8/1","141"
"4-62X8-X148/814/72","111"
"5-XX5/4/131/XX-/1","150"
"6/6271812/6-7-1--38/6","90"
"2/14X4/3/6/-4X8163","116"
"23-5X619/72X7-541/6","109"
"XXX8/X3-X624/4/5","169"
"3518X8/8/-/-/5-X-/1","126"
"5/1/X423581-75/-79/9","113"
"3/X4/417-369-2/X1-","116"
"3/-2548/9-5/9-X6/-/1","118"
"448-6/X4-331263X21","88"
"6/XX8/3/5/X3/-872","163"
"1/XX9-XX7-7/X25","172"
"1/X3/XX-9-3X2/-3","144"
"5-45X9/-62-X-021X72","84"
"422/6/451313XXX-9","131"
"1/XX36X4--7713/8/X","142"
"4/-/XX-/5/7/8-819-","146"
"X8/X52X9-XX1/X-9","172"
"4/X3/534/1/X8-2/9-","148"
"255/X1/-6X-49-2/X72","129"
"18-1X71X41X8/-78/X","113"
"XX126/XX4/8/9/1-","150"
"X136-117/8/-/616235","93"
"XX726/5/51613/XX-2","150"
"721/X3/6/X8-XX7/1","169"
"7-7/X6/X9/5272X61","142"
"XX6/-42/2/2-4-7-8/-","107"
"X143/XX-/X9-XX36","170"
"6-5/5272346/X6/4/45","121"
"617-9/5/9/-5X174-2/4","107"
"3/7/XX-74-X7/5/X3-","153"
"3/8151X8/9-X45XX12","143"
"2/X9/XXX5/9/5363","186"
"XX6/34X2/62451-X9-","139"
"81X9-X3/-3XXX9-","157"
"-7XX3/255/4/-/-634","116"
"6/2/2/628/4/62-/4/XX","140"
"1/5-1/1/X129/1/6-X91","120"
"6-X8-6/18X14X4/X15","128"
"72XX6/5-5/5-XX3/1","149"
"9-4/3/9/-252X435-13","93"
"X4253X-16/XX-/81","129"
"3/X3/8-X2-5/9-2/7/4","139"
"X433/8-X6/638/XX9-","163"
"8/1/819/XX2/9-X61","152"
"1/-89-X7/4/114-8/X52","115"
"51-6XX228--/X8-5/-","116"
"1/3/7/XXXX7/8/-/3","198"
"X1/2/X4142XX4333","132"
"9/521/26XX-/4/XX9-","164"
"3/24X2/1221X333/3/1","101"
"X9-4/X124/729-3-54","111"
"5/2/-/23X7/XX7-X81","149"
"63XX23528/X715281","120"
"547/12188-XX6/X3/-","136"
"3-X7-4/4/433/435/XX","123"
"3-5/9-X5/9-9-X5/6-","130"
"8/1/X813/X81XX62","159"
"71-56-5/X6/X43X1/-","133"
"-/XX9-X-/9/6/-/6/1","169"
"5/7/X2/1/3/1-421-XX","120"
"1/9/2/164/63-/2/44-3","111"
"33633161X-39/3/3/71","93"
"6263XXX7226-/9-16","145"
"X53X6/627234XX-/-","136"
"-/XX-/XX24X-/61","167"
"3/XX6-X9/9-71X6/X","164"
"7/X-8X34-/9-9-X17","133"
"XX8-XX-33-XX4-","135"
"1/4/455/XX5-4/X3/8","160"
"X44724/9-2/X6/X3/2","155"
"1/X3-5/8/14X8/X6-","132"
"X-/8-16312/-0513/X5-","108"
"81729/525/8/XX9/6-","149"
"8/XX17X7/X12-/43","144"
"71X9-X1/9/XXXX44","197"
"9-5/X7/7-7/X9-9/9/X","160"
"4/6-1422XX3/1/454/-","118"
"27X9/3/345/6/2/21X32","120"
"1/3/1245X11X9/7272","105"
"8--48/XX7/7/XXX14","182"
"XX333/XXX71X9/8","186"
"X6/-/2/XX1--/-91/3","127"
"X5/-/7/XX9-X-23/-","148"
"5/72X2/8/XXX3/31","174"
"81X36519-X618/241-","95"
"6/3/8161317/7/-836-6","101"
"44XXX9/X4/1-457-","155"
"XX8/326/9/X-56/72","151"
"9/529/XX9/XX7/25","177"
"6/33XX4-XX8-X8/2","147"
"8163X71XX3-X4531","115"
"6/X41X8-X532/7/7/5","141"
"9/154/X-/XX7/9-9/8","170"
"X722/7/X-08124X4/4","124"
"9-1/5-7-X719/9/8/X-4","133"
"351/9/XX71X8/XX5-","180"
"X545/2/3/32XXX71","154"
"6/X8-7/52332/52348/6","119"
"2/628/5-4/XX361/X8-","153"
"X6/X3/4/7/1/XX31","163"
"72XX5/X3/27X255/9","158"
"8/714/XXX5381X9/8","173"
"3/X6-X4/2/6/15X-/8","145"
"8/XXX5/X8-2-3/8-","169"
"X63X2-619/6114X-/9","116"
"-/-815453/7/4-X369/3","109"
"6/XX4/1-3/XXX9-","183"
"9/X5/343/XX26X5-","148"
"5/727-1/-8X-/XX42","137"
"-045X54XXX7-6/X15","154"
"217-816/2/81222/X61","106"
"8/4/6371X5/X4/3/X17","158"
"X33-543X71X6-7--8","97"
"8/X72622/9/XXX9-","182"
"2/-25-1/7-7/X3/X9/-","131"
"524/X9-22129/4/-5X8-","109"
"269/17XX8/X7/1/X4-","160"
"X1/XX-/628-7/XX46","176"
"31X5/621/6/X815-X6-","133"
"9/8-XXX1/12-/XXX","181"
"245/5/-/35-7433281X34","97"
"X4/9/7/27-/2/7/XX--","156"
"9-9/7/4/217/X-1X7/6","123"
"44XX3/-5459-9/XXX","154"
"8-2/5/2/8-34347/6/1/7","119"
"1/X7-6/X6/3/X6/8/2","167"
"X5/9-6-54X412/XX25","142"
"X27XX1/4/X43X6-","149"
"-5X54-99/7/XXX6-","157"
"-/36XXX2/X3/XX2-","188"
"XXXX-/2/X184/3/2","185"
"3153614/9/X9/X211-","115"
"3/278/-66/9/8/1/6/7/5","133"
"5/43451/71-/-/42XX5-","125"
"-/8/-5614/5/27X31X61","111"
"XX4/3-X1/5-X1-X72","131"
"338/8/5/63XX6/7/3/7","157"
"-4722/5-24X412/1614","82"
"25XX6-X456-1/4/X52","140"
"-/1-8/1/9-6/X7/8/9-","137"
"437/9-9/11X9-2/XX8-","142"
"2/545431XX-3813/43","103"
"6/4/23-7XX2/2/1321","110"
"X2/X2-X5-XXXX26","174"
"71X6/7/4/X243/XX22","157"
"9/X267/X-/X4/2/X8-","176"
"6122X53XX1/2/7/X64","147"
"2/-/5381-/81X-68/1/5","117"
"5/33-/5/4-X9/XX5/X","157"
"11-7X23X22X-2X43","85"
"X3/2-35X61-/35X9-","115"
"6/237/8-53XX6/72X21","136"
"X6/X33X9/71X6/X27","166"
"148/6/X-/9-81-3-132","107"
"X36X269-2/8/3/8/11","125"
"5/3/81XX18X-/X45","157"
"1/7-14XXX8-XX81","169"
"4/189-XX62-6XXX37","160"
"X7-X6/9/X9-8/X9/X","171"
"418/X9/4/12XX14X73","134"
"16XX227/X2/9-2/X-4","149"
"-2X5/XX45X-16/X71","144"
"X9/7/2-XXX4/-/7/2","164"
"X437/7/7/-/33-/7/X-2","136"
"X6/1/XX4-X3/45X51","152"
"7/9/X16X-/6/X-/X9-","178"
"XXXX2/1/X817/XX","201"
"432/2/6--/-/-/X714/5","122"
"2/X4/X132/X34X4/9","161"
"X1/5/X9-X81456/7/9","156"
"7/X8-2-44X9/2/X6/-","138"
"4/X8/X528/9/3-X5-","139"
"724/7/24-/9/3/3/X63","137"
"X63XXX2351XXX9-","184"
"6/9/232/XXX7/-9X44","170"
"-/3/XX7/6-9/5-XX27","163"
"XX5/9-X7/8/454/1/9","164"
"718-2-X22X9/2/XX63","133"
"9-9-2/4-2/2/7/5/5-72","109"
"3/-8X4/X8/XX1/8-","165"
"53-/2/6/6/5/6/531/4/-","130"
"2/1132X127/XX5/-3","112"
"4/-/X612433X3/8/X64","144"
"2131X13X5/-6617-3/3","88"
"9-52-56/X71X6-1/XX","129"
"6/X6/7/X4/X6/3/4/9","183"
"637116X364/4-7/X3/6","126"
"7/8/X811/-3-4XX81","139"
"728/XX268/3/2-632-","115"
"8/34X27X6/4/9-X4/8","148"
"8/XX1/9-8/9-6/X4-","155"
"6/3/9/9-5/9/45XX45","154"
"9-X9/XX9--018XX55","160"
"134/XXX27X3/4/-/7","165"
"9/61X2/X5-178/XX45","154"
"XX9-6/X8-9/4/5/9-","160"
"7/X1/8/1/9/63-2627/5","138"
"15XXX9/71X1/X3-","166"
"XX-425X32X534-9/4","109"
"-/X9-3/3/5431X8/4/-","133"
"5/9/9-62XX4/XX52","168"
"-52/1/X8/2/45X637/4","133"
"5312X4/7/X72X9/X4-","150"
"51429/1/XXX9-3541","143"
"X1/7/6-X8-XXX52","164"
"4/X514/44X6/34171/7","129"
"X-09-5/-971X-/149/5","97"
"X6-9/9/81XX9/9/4/3","163"
"112/-88--/3-246/26X71","88"
"5/X9-9--/6-5-XX5/3","142"
"814/X-/2/X1/1/1/XX","163"
"2/5/X2/6-3/X539/X46","163"
"2/X5/4-9/72XX233/4","140"
"5/X7-1/1/718-6/-2X72","119"
"-/548-8/3-9/3/X5/X53","139"
"8/XX71X-/X8/X6/3","186"
"2/8/9-X4-6/X-/9-9-","141"
"529/4/X4-5/X7/9-36","136"
"X54X35XX8/-59/2/2","141"
"23617/6352-/31X7/X54","120"
"9/1/X2/2/XXX229/7","170"
"-/441/X8-364/-/5/2/9","133"
"-/-/5/9/XX-/X4/8/8","180"
"9/4/1/X7263X-/XX8-","168"
"XXXX25719/X-8X43","177"
"XXX449/5/227/X1/6","167"
"2/63178/X3/41278/12","115"
"3/3/X35X9/1/1/9/5/9","154"
"6/X6/-76/4/X4381-/9","143"
"2/XXXX451/624/54","180"
"5/X9-63XXX4335-9","152"
"X41X15-/8-X9--53/X","121"
"X6/2/1/817/8/241-51","113"
"XX-/X7/536/33X6-","144"
"7/9/52X548/3-713/X54","132"
"-/9-X8/9-X-12/-072","107"
"X5/6/7/XXXX6/X53","217"
"4/63X9-35XX9-18X46","147"
"7/18X7/2/9-X4/X1/9","159"
"X-/XXX4-X713/4-","156"
"343/XX614/X125/X51","149"
"XXX1/7/9/3/2/X23","172"
"XXX4/1/127-1/8-42","138"
"XXX8/41XXX5/61","195"
"5/X8/1/X71-/16-7X27","141"
"3/9/X419-3/341-8-X62","115"
"353/9/XX81815/X62","158"
"XXX4/8/X329-X5/4","175"
"8/XX1/X4/8/439/X13","174"
"61X3/15X5/7/XXX25","170"
"9/XXXX6/X-28-4/7","185"
"5/2/XXX3/-/X25X9-","178"
"1/9-5/X325/8--/4/18","128"
"3/54X4/1/32XX16X8-","136"
"X-/X459-XXX6324","167"
"112/4-814/XXX8-X15","149"
"217/9-X715/8/XX5-","140"
"X9/X813/339/XX4/5","166"
"-/X31X22X5/3/X7/2","141"
"XX9-4/X243/132/-4","128"
"6/35X9-XX18X4/X-2","150"
"X2/X2/X2/-1X7/61","154"
"817-447/5--8X3-5/71","93"
"8/1/XXX9-XXXX9-","226"
"X5/X5/XX8-X3/-/X","184"
"5/7/X1/266/1/X9-3/2","148"
"4/X8/9/-01/8--/8/8-","139"
"X7/X-4X-/XXXX82","206"
"X-/42X7-XX6/16X37","148"
"XX3/XXX5/XX-/5","213"
"X6/164/XXX9-X6/-","175"
"X-1X2/34X5/X148-","120"
"2/-68/5/X71XX9/51","147"
"X6/X9-11-/XXX9/X","189"
"X6/XX2/X8-X7-44","160"
"-78-14512312X5381X18","88"
"XXX8/8/4/-21/XX9-","190"
"-76-1/X8-629/9-4/1/4","120"
"1/X542/-2X7--16/X9-","124"
"XX-/9-X4/628-6-4/7","143"
"3/7-XX-57/XX4/71","153"
"X5-X6/6/35-/XXX5-","167"
"X538-X616/44X5/X44","138"
"XXXXX24X33519/X","182"
"X2271XX62X1/6/9/7","150"
"X-7-/22X23X7/X63","128"
"X3/9-9/-1X1832X3/9","131"
"X4/-9-/X1-1/639/X-9","135"
